,,,,,,,,,,,,,,,,,,,,
,Tabla de conversiones,,,Bachelors,,,,,,,,,,,,,,,,
,Australia,Macquarie University,Engineering,Bachelor of Engineering (Honours),mechanical engineering, Sídney,"Semester 1: February
Semester 2: July",4 years full time," $ 45.100,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-engineering-honours,,,,,,,,,
,Australia,Macquarie University,Engineering,Bachelor of Engineering (Honours),mechatronic engineering, Sídney,"Semester 1: February
Semester 2: July",4 years full time," $ 45.100,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-engineering-honours,,,,,,,,,
,Australia,Macquarie University,Engineering,Bachelor of Engineering (Honours),software engineering, Sídney,"Semester 1: February
Semester 2: July",4 years full time," $ 45.100,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-engineering-honours,,,,,,,,,
,Australia,Macquarie University,Double,Bachelor of Commerce and bachelor of engineering,Bachelor of Commerce and bachelor of engineering, Sídney,"Semester 1: February
Semester 2: July",5.5 years full time," $ 45.100,00 ",AUD,https://www.mq.edu.au/study/find-a-course/engineering/electrical-and-electronic-engineering?audience=undergraduate&year=2026,,,,,,,,,
,Australia,Macquarie University,Science,Bachelor of Environment,Environmental sciences, Sídney,"Semester 1: February
Semester 2: July",3 years full time," $ 43.800,00 ",AUD,https://www.mq.edu.au/study/find-a-course/engineering/electrical-and-electronic-engineering?audience=undergraduate&year=2026,,,,,,,,,
,Australia,Macquarie University,Science,Bachelor of Environment,environmental management, Sídney,"Semester 1: February
Semester 2: July",3 years full time," $ 43.800,00 ",AUD,https://www.mq.edu.au/study/find-a-course/engineering/electrical-and-electronic-engineering?audience=undergraduate&year=2026,,,,,,,,,
,Australia,Macquarie University,Science,Bachelor of Biodiversity and Conservation,NA, Sídney,"Semester 1: February
Semester 2: July",3 years full time," $ 43.800,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-biodiversity-and-conservation#course-structure,,,,,,,,,
,Australia,Macquarie University,Science,Bachelor of Information Technology ,Artificial inteligence, Sídney,"Semester 1: February
Semester 2: July",3 years full time," $ 44.500,00 ",AUD,https://www.mq.edu.au/study/find-a-course/engineering/electrical-and-electronic-engineering?audience=undergraduate&year=2026,,,,,,,,,
,Australia,Macquarie University,Science,Bachelor of Information Technology ,Cyber security, Sídney,"Semester 1: February
Semester 2: July",3 years full time," $ 44.500,00 ",AUD,https://www.mq.edu.au/study/find-a-course/engineering/electrical-and-electronic-engineering?audience=undergraduate&year=2026,,,,,,,,,
,Australia,Macquarie University,Science,Bachelor of Information Technology ,data science, Sídney,"Semester 1: February
Semester 2: July",3 years full time," $ 44.500,00 ",AUD,https://www.mq.edu.au/study/find-a-course/engineering/electrical-and-electronic-engineering?audience=undergraduate&year=2026,,,,,,,,,
,Australia,Macquarie University,Science,Bachelor of Information Technology ,information systems and business analysis, Sídney,"Semester 1: February
Semester 2: July",3 years full time," $ 44.500,00 ",AUD,https://www.mq.edu.au/study/find-a-course/engineering/electrical-and-electronic-engineering?audience=undergraduate&year=2026,,,,,,,,,
,Australia,Macquarie University,Science,Bachelor of Information Technology ,game design and development, Sídney,"Semester 1: February
Semester 2: July",3 years full time," $ 44.500,00 ",AUD,https://www.mq.edu.au/study/find-a-course/engineering/electrical-and-electronic-engineering?audience=undergraduate&year=2026,,,,,,,,,
,Australia,Macquarie University,Science,Bachelor of Information Technology ,software technology, Sídney,"Semester 1: February
Semester 2: July",3 years full time," $ 44.500,00 ",AUD,https://www.mq.edu.au/study/find-a-course/engineering/electrical-and-electronic-engineering?audience=undergraduate&year=2026,,,,,,,,,
,Australia,Macquarie University,Science,Bachelor of Information Technology ,web and mobile app development, Sídney,"Semester 1: February
Semester 2: July",3 years full time," $ 44.500,00 ",AUD,https://www.mq.edu.au/study/find-a-course/engineering/electrical-and-electronic-engineering?audience=undergraduate&year=2026,,,,,,,,,
,Australia,Macquarie University,Science,Bachelor of Science,Applied physics, Sídney,"Semester 1: February
Semester 2: July",3 years full time," $ 43.800,00 ",AUD,https://www.mq.edu.au/study/find-a-course/engineering/electrical-and-electronic-engineering?audience=undergraduate&year=2026,,,,,,,,,
,Australia,Macquarie University,Science,Bachelor of Science,astronomy and astrophysics, Sídney,"Semester 1: February
Semester 2: July",3 years full time," $ 43.800,00 ",AUD,https://www.mq.edu.au/study/find-a-course/engineering/electrical-and-electronic-engineering?audience=undergraduate&year=2026,,,,,,,,,
,Australia,Macquarie University,Science,Bachelor of Science,human biology, Sídney,"Semester 1: February
Semester 2: July",3 years full time," $ 43.800,00 ",AUD,https://www.mq.edu.au/study/find-a-course/engineering/electrical-and-electronic-engineering?audience=undergraduate&year=2026,,,,,,,,,
,Australia,Macquarie University,Science,Bachelor of Science,biology, Sídney,"Semester 1: February
Semester 2: July",3 years full time," $ 43.800,00 ",AUD,https://www.mq.edu.au/study/find-a-course/engineering/electrical-and-electronic-engineering?audience=undergraduate&year=2026,,,,,,,,,
,Australia,Macquarie University,Science,Bachelor of Science,marine science, Sídney,"Semester 1: February
Semester 2: July",3 years full time," $ 43.800,00 ",AUD,https://www.mq.edu.au/study/find-a-course/engineering/electrical-and-electronic-engineering?audience=undergraduate&year=2026,,,,,,,,,
,Australia,Macquarie University,Science,Bachelor of Science,mathematics, Sídney,"Semester 1: February
Semester 2: July",3 years full time," $ 43.800,00 ",AUD,https://www.mq.edu.au/study/find-a-course/engineering/electrical-and-electronic-engineering?audience=undergraduate&year=2026,,,,,,,,,
,Australia,Macquarie University,Science,Bachelor of Science,biotechnologychemistry, Sídney,"Semester 1: February
Semester 2: July",3 years full time," $ 43.800,00 ",AUD,https://www.mq.edu.au/study/find-a-course/engineering/electrical-and-electronic-engineering?audience=undergraduate&year=2026,,,,,,,,,
,Australia,Macquarie University,Science,Bachelor of Science,statistical data analysis, Sídney,"Semester 1: February
Semester 2: July",3 years full time," $ 43.800,00 ",AUD,https://www.mq.edu.au/study/find-a-course/engineering/electrical-and-electronic-engineering?audience=undergraduate&year=2026,,,,,,,,,
,Australia,Macquarie University,Science,Bachelor of Science,earth and environmental science, Sídney,"Semester 1: February
Semester 2: July",3 years full time," $ 43.800,00 ",AUD,https://www.mq.edu.au/study/find-a-course/engineering/electrical-and-electronic-engineering?audience=undergraduate&year=2026,,,,,,,,,
,Australia,Macquarie University,Science,Bachelor of Environment,Environmental Management,Sydney (North Ryde),"Semester 1: February
Semester 2: July",3 years full time," $ 43.800,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-environment,,,,,,,,,
,Australia,Macquarie University,Science,Bachelor of Environment,Environmental Sciences,Sydney (North Ryde),"Semester 1: February
Semester 2: July",3 years full time," $ 43.800,00 ",AUD,https://www.mq.edu.au/study/find-a-course/courses/bachelor-of-environment,,,,,,,,,
,España,Schiller International University,Science,Bachelor of Science in Computer Science,N/A,Madrid,"January, May, September",4 years full-time," $ 15.400,00 ",EUR,https://schiller.edu/programs/bachelor-of-science-in-computer-science/,,,,,,,,,
,Francia,Schiller International University,Science,Bachelor of Science in Computer Science,N/A,París,"January, May, September",4 years full-time," $ 15.400,00 ",EUR,https://schiller.edu/programs/bachelor-of-science-in-computer-science/,,,,,,,,,
,Nueva zelanda,University of Waikato,Science,Bachelor of Social Sciences,Psicology,Tauranga / Hamilton,"26 february 
9 July",3 years full time," $ 38.305,00 ",NZD,https://www.waikato.ac.nz/study/qualifications/bachelor-of-social-sciences/,,,,,,,,,
,Alemania,Constructor University,Science,bachelor of science,Integrated Social and Cognitive Psychology (BSc),Bremen,September,3 years,"€20.000,00",EUR,https://constructor.university/programs/undergraduate-education/integrated-social-and-cognitive-psychology,,,,,,,,,
,Alemania,Constructor University,Arts,bachelor of arts,International Relations: Politics and History (BA),Bremen,September,3 years,"€20.000,00",EUR,https://constructor.university/programs/undergraduate-education/international-relations-politics-and-history,,,,,,,,,
,España,EU Business School,Arts,bachelor of arts,BA - Bachelor of Arts in International Relations,Barcelona,"October, February, June, August",3 years,"€14.100,00",EUR,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-International-Relations-Barcelona/Overview/Overview.html,,,,,,,,,
,Suiza,EU Business School,Arts,bachelor of arts,BA - Bachelor of Arts in International Relations,Geneva,"October, February, June, August",3 years,"30.200,00",CHF,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-International-Relations-Geneva/Overview/Overview.html,,,,,,,,,
,Alemania,EU Business School,Arts,bachelor of arts,BA - Bachelor of Arts in International Relations,Munich,"October, February, June, August",3 years,"30.200,00",CHF,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-International-Relations-Munich/Overview/Overview.html,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Exercise and Sport Science,Exercise Physiology,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 39.800,00 ",AUD,https://www.deakin.edu.au/course/bachelor-exercise-and-sport-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Exercise and Sport Science,Applied Sport Science,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 39.800,00 ",AUD,https://www.deakin.edu.au/course/bachelor-exercise-and-sport-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Exercise and Sport Science,Physical Activity and Health,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 39.800,00 ",AUD,https://www.deakin.edu.au/course/bachelor-exercise-and-sport-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Exercise and Sport Science,Sports Nutrition,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 39.800,00 ",AUD,https://www.deakin.edu.au/course/bachelor-exercise-and-sport-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Exercise and Sport Science,Sport Coaching and Coaching Ecosystems,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 39.800,00 ",AUD,https://www.deakin.edu.au/course/bachelor-exercise-and-sport-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Exercise and Sport Science,Strength and Conditioning,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 39.800,00 ",AUD,https://www.deakin.edu.au/course/bachelor-exercise-and-sport-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Exercise and Sport Science,Psychology,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 39.800,00 ",AUD,https://www.deakin.edu.au/course/bachelor-exercise-and-sport-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Exercise and Sport Science,Nutrition,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 39.800,00 ",AUD,https://www.deakin.edu.au/course/bachelor-exercise-and-sport-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Exercise and Sport Science,Health Promotion,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 39.800,00 ",AUD,https://www.deakin.edu.au/course/bachelor-exercise-and-sport-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Exercise and Sport Science,"Family, Society and Health","Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 39.800,00 ",AUD,https://www.deakin.edu.au/course/bachelor-exercise-and-sport-science-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Exercise and Sport Science,Disability and Inclusion,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 39.800,00 ",AUD,https://www.deakin.edu.au/course/bachelor-exercise-and-sport-science-international,,,,,,,,,
,Australia,Deakin University,Business,Bachelor of Business (Sport Management),NA,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",1 year full time," $ 41.400,00 ",AUD,https://www.deakin.edu.au/course/bachelor-exercise-and-sport-science-honours-international,,,,,,,,,
,Australia,Deakin University,Science,Bachelor of Sport Development, NA (only minors and electives),Burwood (Melbourne),"Trimester 1: March
Trimester 2: July
Trimester 3: November",3 years full time," $ 41.400,00 ",AUD,https://www.deakin.edu.au/course/bachelor-sport-development-international,,,,,,,,,
,Australia,Deakin University,Health Sciences,Bachelor of Health and Physical Education,NA,"Melbourne
Geelong","Trimester 1: March
Trimester 2: July
Trimester 3: November",4 years full time," $ 35.400,00 ",AUD,https://www.deakin.edu.au/course/bachelor-health-and-physical-education-international,,,,,,,,,
,España,EU Business School,Arts,bachelor of arts,BA - Bachelor of Arts in Sports Management,Barcelona,"October, February, June, August",3 years,"€14.100,00",EUR,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Sports-Management-Barcelona/Overview/BA-Bachelor-of-Arts-in-Sports-Management.html,,,,,,,,,
,Suiza,EU Business School,Arts,bachelor of arts,BA - Bachelor of Arts in Sports Management,Geneva,"October, February, June, August",3 years,"30.200,00",CHF,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Sports-Management-Geneva/Overview/Overview.html,,,,,,,,,
,Alemania,EU Business School,Arts,bachelor of arts,BA - Bachelor of Arts in Sports Management,Munich,"October, February, June, August",3 years,"30.200,00",CHF,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Sports-Management-Munich/Overview/Overview.html,,,,,,,,,
,España,EU Business School,Arts,bachelor of arts,BA - Bachelor of Arts in Artificial Intelligence for Business,Barcelona,"October, February, June, August",3 years,"€14.100,00",EUR,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Artificial-Intelligence-for-Business-Barcelona/Overview/Overview.html,,,,,,,,,
,Suiza,EU Business School,Arts,bachelor of arts,BA - Bachelor of Arts in Artificial Intelligence for Business,Geneva,"October, February, June, August",3 years,"30.200,00",CHF,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Artificial-Intelligence-for-Business-Geneva/Overview/Overview.html,,,,,,,,,
,Alemania,EU Business School,Arts,bachelor of arts,BA - Bachelor of Arts in Artificial Intelligence for Business,Munich,"October, February, June, August",3 years,"30.200,00",CHF,https://www.euruni.edu/en/Programs/Bachelor-s/BA-Bachelor-of-Arts-in-Artificial-Intelligence-for-Business-Munich/Overview/Overview.html,,,,,,,,,
