Course Name,University Name,Domain,Credential Level,Fees,Minimum Requirements,Intakes Duration,Link
Bachelor of International Trade and Business (English),Istinye University - Istanbul,Business Administration and Management,Bachelor's Degree,4600.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
"Bachelor of Radio, Cinema and TV (English)",Istinye University - Istanbul,"Film, Media and Television",Bachelor's Degree,4600.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of New Media and Communication (English),Istinye University - Istanbul,"Media, Communication and Advertising",Bachelor's Degree,4600.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Public Relations and Advertising (Turkish),Istinye University - Istanbul,"Media, Communication and Advertising",Bachelor's Degree,4600.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Molecular Biology and Genetics (English),Istinye University - Istanbul,"Biotechnology, Biomedicine, Biochemistry",Bachelor's Degree,4600.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Psychology (English),Istinye University - Istanbul,"Psychology (Neuro, Clinical, Developmental etc)",Bachelor's Degree,5800.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Management Information Systems (English),Istinye University - Istanbul,Business Administration and Management,Bachelor's Degree,4300.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Psychology (Turkish),Istinye University - Istanbul,"Psychology (Neuro, Clinical, Developmental etc)",Bachelor's Degree,5200.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Turkish Language and Literature (Turkish),Istinye University - Istanbul,Language & Linguistics & Translation and Language Technology,Bachelor's Degree,4600.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of English Language and Literature (English),Istinye University - Istanbul,Language & Linguistics & Translation and Language Technology,Bachelor's Degree,4600.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Software Engineering (Turkish),Istinye University - Istanbul,"Software, Programing, Develoment",Bachelor's Degree,5800.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Interior Architecture and Environmental Design (Turkish),Istinye University - Istanbul,Interior Architecture,Bachelor's Degree,5800.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of English Translation and Interpretation (English),Istinye University - Istanbul,Language & Linguistics & Translation and Language Technology,Bachelor's Degree,4600.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Mathematics (English),Istinye University - Istanbul,"Physics, Mathematics - Science and Technology",Bachelor's Degree,4600.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Gastronomy and Culinary Arts (Turkish),Istinye University - Istanbul,Tourism & Hospitality,Bachelor's Degree,5200.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Digital Game Design (English),Istinye University - Istanbul,"UI/UX, Game Design and Technologies",Bachelor's Degree,5200.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Industrial Engineering (English),Istinye University - Istanbul,"Industrial, Systems and Material",Bachelor's Degree,5800.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Dentistry (English),Istinye University - Istanbul,Dentistry,Bachelor's Degree,20200.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Chemistry (English),Istinye University - Istanbul,Chemistry - Science and Technology,Bachelor's Degree,4600.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Gastronomy and Culinary Arts (English),Istinye University - Istanbul,Tourism & Hospitality,Bachelor's Degree,5200.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Software Engineering (English),Istinye University - Istanbul,"Software, Programing, Develoment",Bachelor's Degree,6500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Computer Engineering (Turkish),Istinye University - Istanbul,Computer/IT/Data/Information Systems,Bachelor's Degree,5800.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Biomedical Engineering (English),Istinye University - Istanbul,"Biomedical/Biochemical or Bioengineering, Bioinformation",Bachelor's Degree,6500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Visual Communication Design (Turkish),Istinye University - Istanbul,"Media, Communication and Advertising",Bachelor's Degree,4600.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Management Information Systems (Turkish),Istinye University - Istanbul,Business Administration and Management,Bachelor's Degree,4600.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Philosophy (Turkish),Istinye University - Istanbul,Philosophy,Bachelor's Degree,4600.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Bachelor of Dentistry (Turkish),Istinye University - Istanbul,Dentistry,Bachelor's Degree,15120.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Political Science and International Relations (Thesis) (English),Istinye University - Istanbul,International Relations and Political Sciences,Master's Degree,5500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Business Administration (Human Resource Management) (Thesis) (English),Istinye University - Istanbul,Human Resources / Management,Master's Degree,5500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Business Administration (Human Resource Management) (Non-Thesis) (English),Istinye University - Istanbul,Human Resources / Management,Master's Degree,4950.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Physiotherapy and Rehabilitation (Thesis) (English),Istinye University - Istanbul,"Mental Health, Psychological Therapy",Master's Degree,5500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Healthcare Management (Thesis) (Turkish),Istinye University - Istanbul,Health Sciences and Management,Master's Degree,5500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Health Care Management (Non-Thesis) (Turkish),Istinye University - Istanbul,Health Sciences and Management,Master's Degree,4950.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Business Administration (Human Resource Management) (Thesis) (Turkish),Istinye University - Istanbul,Human Resources / Management,Master's Degree,5500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Business Administration (Human Resource Management) (Non-Thesis) (Turkish),Istinye University - Istanbul,Human Resources / Management,Master's Degree,4950.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Political Science and International Relations (Thesis)(English),Istinye University - Istanbul,International Relations and Political Sciences,Master's Degree,5500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Psychology (Thesis) (Turkish),Istinye University - Istanbul,"Psychology (Neuro, Clinical, Developmental etc)",Master's Degree,4950.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Psychology (Non-Thesis) (Turkish),Istinye University - Istanbul,"Psychology (Neuro, Clinical, Developmental etc)",Master's Degree,4950.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Clinical Psychology (Non-Thesis) (Turkish),Istinye University - Istanbul,"Psychology (Neuro, Clinical, Developmental etc)",Master's Degree,4950.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Turkish Language and Literature (Thesis) (Turkish),Istinye University - Istanbul,Language & Linguistics & Translation and Language Technology,Master's Degree,5500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Occupational Health and Safety (Non-Thesis) (Turkish),Istinye University - Istanbul,Life Sciences and Medicine,Master's Degree,4950.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Management Information Systems (Thesis) (English),Istinye University - Istanbul,Business Administration and Management,Master's Degree,5500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Surgical Nursing (Non-Thesis) (Turkish),Istinye University - Istanbul,Healthcare,Master's Degree,4950.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Surgical Nursing (Thesis) (Turkish),Istinye University - Istanbul,Healthcare,Master's Degree,5500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Obstetrics and Gynecology Nursing (Thesis) (Turkish),Istinye University - Istanbul,Healthcare,Master's Degree,5500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Obstetrics and Gynecology Nursing (Non-Thesis (Turkish),Istinye University - Istanbul,Healthcare,Master's Degree,4950.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Midwifery (Thesis) (Turkish),Istinye University - Istanbul,Medicine,Master's Degree,5500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Speech and Language Therapy (Thesis) (Turkish),Istinye University - Istanbul,"Mental Health, Psychological Therapy",Master's Degree,5500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Physiotherapy and Rehabilitation (Thesis) (Turkish),Istinye University - Istanbul,"Mental Health, Psychological Therapy",Master's Degree,5500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of NeuroScience (Thesis) (Turkish),Istinye University - Istanbul,Neurosciences,Master's Degree,5500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Cancer Biology (Turkish),Istinye University - Istanbul,"Biotechnology, Biomedicine, Biochemistry",Master's Degree,5500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Medical Biology (Thesis) (Turkish),Istinye University - Istanbul,"Biotechnology, Biomedicine, Biochemistry",Master's Degree,5500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Nutrition and Dietetics (Thesis) (Turkish),Istinye University - Istanbul,Nutrition and Dietetics,Master's Degree,5500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
Master of Nutrition and Dietetics (Non-Thesis) (Turkish),Istinye University - Istanbul,Nutrition and Dietetics,Master's Degree,4950.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",September,
